zz_kbcx_courseNumber,zzm_courseTitle_noEdit,zzd_semester,zzd_year,zzd_keywords,zze_courseURL
21M.250,Schubert to Debussy ,Fall,2006,romanticism; romantic music; classical music; chamber music; orchestra; opera; Brahms; Mahler; Schubert; Mendelssohn; Chopin; Liszt; Wagner; Verdi; Schumann; Dvorak; Tchaikovsky; church music; ,https://ocw.mit.edu/courses/music-and-theater-arts/21m-250-schubert-to-debussy-fall-2006
21M.250,Beethoven to Mahler,Spring,2014,"Beethoven, Schubert, Berlioz, Chopin, Brahms, Wagner, Verdi, Tchaikovsky,  Mahler, Lied, Lieder, song, choral music, opera, piano sonata, character cycle, concerto,  symphony, symphonic poem",https://ocw.mit.edu/courses/music-and-theater-arts/21m-250-beethoven-to-mahler-spring-2014
21M.260,Stravinsky to the Present,Spring,2016,music history; 20th century; contempory music; classical music; serial music; electronic music; minimalism; modernism,https://ocw.mit.edu/courses/music-and-theater-arts/21m-260-stravinsky-to-the-present-spring-2016
21M.262,Modern Music: 1900-1960,Fall,2006,contemporary music; 20th century music; modern art; serialism; atonal; atonality; microtonal; musicology; composition; concert music; classical music; chamber music; American music; music history;,https://ocw.mit.edu/courses/music-and-theater-arts/21m-262-modern-music-1900-1960-fall-2006
21M.263,Music Since 1960,Spring,2006,composition; contemporary music; classical music; improvisation; serialism; minimalism; rock; jazz; tonality; neo-tonal; recording; sampling; chamber music; pantonal; atonal; avant-garde;,https://ocw.mit.edu/courses/music-and-theater-arts/21m-263-music-since-1960-spring-2006
21M.269,Studies in Western Music History: Quantitative and Computational Approaches to Music History,Spring,2012,music informatics; computational methods; statistical analysis; musicology; music theory; musicology; open source software; ,https://ocw.mit.edu/courses/music-and-theater-arts/21m-269-studies-in-western-music-history-quantitative-and-computational-approaches-to-music-history-spring-2012
21M.271,Symphony and Concerto,Spring,2007,classical music; 18th century; 19th century; 20th century; orchestra; chamber music; piano; violin; baroque; romantic; musical form; musical analysis; Mozart; Beethoven; Schubert; Brahms; Tchaikovsky; Stravinsky.,https://ocw.mit.edu/courses/music-and-theater-arts/21m-271-symphony-and-concerto-spring-2007
21M.289,Islam/Media,Spring,2015,"Qur'an, hadith, middle east, Muslim, sound, Islamic art, video, jihad, pilgrimage, hajj, protest, women in islam, ISIS",https://ocw.mit.edu/courses/music-and-theater-arts/21m-289-islam-media-spring-2015
21M.291,Music of India,Spring,2007,raga; rag; raag; hindustani; mode; sarod; tabla; dhrupad; khyal;  thumri; gharana; sitar; tal; taal; tala; world music; classical music; non-western music; indian music; indian; timbre; improvisation; ,https://ocw.mit.edu/courses/music-and-theater-arts/21m-291-music-of-india-spring-2007
21M.293,Music of Africa,Fall,2005,african music; world music; west Africa; drumming; song; dance; kora; ethnomusicology; Senegal; Mali; Ghana; Nigeria; Lamine Toure; mbalax; hip-hop; rhythm; Wolof; griot; sabar; Salif Keita; Oumou Sangare; Ali Farka Toure; highlife; juju; afro-beat; afro-pop; afrobeat; afropop; Fela Kuti; King Sunny Ade; Ewe; Yoruba; ethnography,https://ocw.mit.edu/courses/music-and-theater-arts/21m-293-music-of-africa-fall-2005
21M.294,Popular Musics of the World,Spring,2005,world music; pop music; globalization; recording; Afro-pop; afropop; reggae; bhangra; rave; hip-hop; enthnomusicology; world beat; Senegal; Fela Kuti; African music; Paul Simon; Graceland; rap; rap music; dance; anthropology; japanese pop; Egypt; Egyptian pop; techno; youth culture; karaoke; ska; dancehall; Bob Marley,https://ocw.mit.edu/courses/music-and-theater-arts/21m-294-popular-musics-of-the-world-spring-2005
21M.295,American Popular Music,Fall,2014,"American popular music, Tin Pan Alley, blues, hillbilly, swing, post-war, Rock 'n' Roll, British invasion, outside the mainstream, grunge, 1960s, 1970s, 1980s, 1990s",https://ocw.mit.edu/courses/music-and-theater-arts/21m-295-american-popular-music-fall-2014
21M.299,The Beatles,Fall,2017,"John Lennon
The Quarrymen
Paul McCartney
George Harrison
Skiffle
The Rainbows
The Moondogs
Johnny and the Moondogs
Manchester
Brian Epstein
George Martin
Pete Best
Ringo Starr
Liverpool
Please Please Me
Parlophone
With the Beatles
Beatlemania
She Loves You
Twist and Shout
With the Beatles
A Hard Day's Night
I Should Have Known Better
If I Fell
Beatles for Sale
Help!
Ticket to Ride
The Night Before
It's Only Love
Rubber Soul
Day Tripper
We Can Work It Out
Elvis
Revolver
Sgt. Pepper's Lonely Hearts Club Band
Tell Me Why
A Day in the Life
Strawberry Fields
With a Little Help From My Friends
concept album
Magical Mystery Tour
Mellotron
White Album
Yoko Ono
Apple Records
Let It Be
Yellow Submarine
Abbey Road
rock and roll
blues
Phil Spector
Wall Of Sound
Across the Universe
Get Back
Two of Us",https://ocw.mit.edu/courses/music-and-theater-arts/21m-299-the-beatles-fall-2017
21M.301,Harmony and Counterpoint I,Spring,2005,Music; harmony; counterpoint; melody; formal practices; western music; classical music; central Europe; eighteenth century; diatonic harmony; tow parts; tones of figuration; composition; listening; analysis; sight-singing; keyboard musicianship.,https://ocw.mit.edu/courses/music-and-theater-arts/21m-301-harmony-and-counterpoint-i-spring-2005
21M.302,Harmony and Counterpoint II,Spring,2005,Harmony; counterpoint; melody; formal practices; western music; Classical; idiom; central Europe; 1750–1825; chromatic harmony; chromatic modulation; keyboard laboratory; sight-singing laboratory.,https://ocw.mit.edu/courses/music-and-theater-arts/21m-302-harmony-and-counterpoint-ii-spring-2005
21M.303,Writing in Tonal Forms I ,Spring,2009,composition; composing; listening; form; structure; harmony; melody; rhythm; motif; theme; voicing; chord; scale; cadence; tonality; tonal music; phrasing; canon; classical music; chamber music; aesthetics; musical analysis; romantic music; romantic poetry; lieder; string quartet; ,https://ocw.mit.edu/courses/music-and-theater-arts/21m-303-writing-in-tonal-forms-i-spring-2009
21M.304,Writing in Tonal Forms II,Spring,2009,composition; composing; listening; form; structure; harmony; melody; rhythm; motif; theme; voicing; chord; scale; cadence; tonality; tonal music; atonal music; phrasing; canon; classical music; chamber music; aesthetics; musical analysis; string quartet; prokofiev; sonata form; Haydn; Mozart; Beethoven;,https://ocw.mit.edu/courses/music-and-theater-arts/21m-304-writing-in-tonal-forms-ii-spring-2009
21M.342,Composing for Jazz Orchestra,Fall,2008,jazz band; large ensemble jazz; modern jazz; contemporary jazz; big band; swing; Duke Ellington; George Russell; Bill Lowe; Mulatu Astatke; Ethiojazz; Ethio-jazz; ethiopian jazz; Ethiopiques; Either-Orchestra; Russ Gershon; Aardvark Jazz Orchestra; Gil Evans; Miles Davis; Birth of the Cool; Steve Lajoie; jazz arranging; jazz composition; improvisation; Walter Thompson; Soundpainting,https://ocw.mit.edu/courses/music-and-theater-arts/21m-342-composing-for-jazz-orchestra-fall-2008
21M.350,Musical Analysis,Spring,2008,composition; composing; listening; form; structure; harmony; melody; rhythm; musicology; motive; theme; voicing; chord; scale; cadence; tonality; tonal music; phrasing; canon; symphony; sontata; classical music; chamber music; aesthetics; Schenker; Schenkerian analysis;,https://ocw.mit.edu/courses/music-and-theater-arts/21m-350-musical-analysis-spring-2008
21M.351,Music Composition,Fall,2008,classical music; composer; contemporary music; 20th century music; chamber music; atonal; post-tonal; avant-garde music; orchestration; art song; song; ,https://ocw.mit.edu/courses/music-and-theater-arts/21m-351-music-composition-fall-2008
21M.355,Musical Improvisation,Spring,2013,improvised music; collaboration; jazz; film score; Indian music; electro-acoustic music; graphic score; ,https://ocw.mit.edu/courses/music-and-theater-arts/21m-355-musical-improvisation-spring-2013
21M.361,Composing with Computers I (Electronic Music Composition),Spring,2008,computer music; sound; music; audio; listening; electronic music; new music; electronica; computer music; sound art; noise; noise music; avant-garde; contemporary music; modern music; composition; recording; music production; recording studio; audio software; recording software; sampling; synthesis; audio engineering; mixing,https://ocw.mit.edu/courses/music-and-theater-arts/21m-361-composing-with-computers-i-electronic-music-composition-spring-2008
21M.380,Music and Technology (Contemporary History and Aesthetics),Fall,2009,audio; music technology; sound recording; sound reproduction; contemporary music; experimental music; electronic music; synthesis; synthesizers; music history; music software; analog recording; digital recording; digital audio; music composition; computer music; Musique concrète; rock music; rock and roll; hip hop; circuit bending; phonograph; radio; noise music; recording studio; sequencer; sampling; sampler; sound art; electric guitar; turntablism; scratching; electro-acoustic music; music copyright;,https://ocw.mit.edu/courses/music-and-theater-arts/21m-380-music-and-technology-contemporary-history-and-aesthetics-fall-2009
21M.380,Music and Technology: Algorithmic and Generative Music,Spring,2010,Music composition; music history; music aesthetics; algorithmic composition; generative music; computer music; electronic music; contemporary music; music synthesis;,https://ocw.mit.edu/courses/music-and-theater-arts/21m-380-music-and-technology-algorithmic-and-generative-music-spring-2010
21M.380,Music and Technology: Live Electronics Performance Practices,Spring,2011,Music composition; music history; computer music; music performance; electronic music; contemporary music; music synthesis; improvisation; analog electronics; live electronic music; electroacoustic improvisation;,https://ocw.mit.edu/courses/music-and-theater-arts/21m-380-music-and-technology-live-electronics-performance-practices-spring-2011
21M.380,Music and Technology: Recording Techniques and Audio Production,Fall,2016,"audio engineering
sound recording
music recording
digital audio
digital audio workstation
microphone
amplifier
mixing
recording studio
effects
high fidelity",https://ocw.mit.edu/courses/music-and-theater-arts/21m-380-music-and-technology-recording-techniques-and-audio-production-fall-2016
21M.380,Music and Technology: Sound Design,Spring,2016,"audio design, synthesis, sound editing, audio editing, soundscape,soundtrack, computer game, video game, film,",https://ocw.mit.edu/courses/music-and-theater-arts/21m-380-music-and-technology-sound-design-spring-2016
21M.385,Interactive Music Systems,Fall,2016,"audio synthesis
musical structure
human computer interaction
HCI
visual presentation
interactive musical experiences
audio synthesis
mixing
looping
MIDI sequencing
generative composition; motion sensors
music games
graphics
UI
visualization
aesthetics
python",https://ocw.mit.edu/courses/music-and-theater-arts/21m-385-interactive-music-systems-fall-2016
21M.410,Vocal Repertoire and Performance: African American Composers,Spring,2005,"vocal repertoire, vocal performance, African American composers, spirituals, black composers",https://ocw.mit.edu/courses/music-and-theater-arts/21m-410-vocal-repertoire-and-performance-african-american-composers-spring-2005
21M.410,Vocal Repertoire and Performance: Women Composers,Spring,2007,vocal repertoire; vocal performance; art song; opera; aria; choral music; sacred music; singing; vocal; song; Amy Beach; women composers,https://ocw.mit.edu/courses/music-and-theater-arts/21m-410-vocal-repertoire-and-performance-women-composers-spring-2007
21M.542,Interdisciplinary Approaches to Musical Time,IAP,2010,musical analysis; music theory; music appreciation; music composition; music performance; temporality; physics; memory; film score; poetry,https://ocw.mit.edu/courses/music-and-theater-arts/21m-542-interdisciplinary-approaches-to-musical-time-january-iap-2010
21M.603,Principles of Design,Fall,2005,Design theories; textual analysis; script analysis; technical skills; rendering; presentation; historical research; performance; Lysistrata; Aristophanes.,https://ocw.mit.edu/courses/music-and-theater-arts/21m-603-principles-of-design-fall-2005
21M.604,Playwriting I,Spring,2005,"script, playwright, play writing, writing, characters, plot, action, sound, scene, act, dialogue, plays.",https://ocw.mit.edu/courses/music-and-theater-arts/21m-604-playwriting-i-spring-2005
21M.606,Introduction to Stagecraft,Spring,2009,"stagecraft, shop skills, shop machines, basic handwork, tools,  scenery, costume, set constuction, props, stage management, lighting,  scene painting, student project, safety, knots, ",https://ocw.mit.edu/courses/music-and-theater-arts/21m-606-introduction-to-stagecraft-spring-2009
21M.611,Foundations of Theater Practice,Fall,2009,"set design, costuming, Shakespeare, acting, film, scripts, live theater, textual analysis, narrative structure, media adaptations, Waiting for Godot, Macbeth",https://ocw.mit.edu/courses/music-and-theater-arts/21m-611-foundations-of-theater-practice-fall-2009
21M.621,Theater and Cultural Diversity in the U.S.,Spring,2008,Theater; Culture; Diversity; Performance; American; African; Asian; Script; Chicano; Native American; Political; Act; Dance; diversity; united states; gender; video,https://ocw.mit.edu/courses/music-and-theater-arts/21m-621-theater-and-cultural-diversity-in-the-u-s-spring-2008
21M.670J,Traditions in American Concert Dance: Gender and Autobiography,Spring,2008,"world traditions in dance, American concert dance, gender, autobiography, Katherine Dunham, Alvin Ailey, Isadora Duncan, Martha Graham, George Balanchine, American dance, choreography, race, sex, student work",https://ocw.mit.edu/courses/music-and-theater-arts/21m-670-traditions-in-american-concert-dance-gender-and-autobiography-spring-2008
21M.675,Dance Theory and Composition,Fall,2003,Dance; Theory; Composition; Ideology; Contemporary; Weight; Space; Time; Effort; Shape; Body; Workshop,https://ocw.mit.edu/courses/music-and-theater-arts/21m-675-dance-theory-and-composition-fall-2003
21M.710,Script Analysis,Fall,2005,"script analysis, dramatic interpretation, theater, plays, dramatic analysis, theatrical production, script, dialog, conflict, character, historical context, plot, setting, scene, directing, theatrical production, staging, design. ",https://ocw.mit.edu/courses/music-and-theater-arts/21m-710-script-analysis-fall-2005
21M.710,Script Analysis,Fall,2011,"script analysis, dramatic interpretation, theater, plays, dramatic analysis, theatrical production, script, dialog, conflict, character, historical context, plot, setting, scene, directing, theatrical production, staging, design. ",https://ocw.mit.edu/courses/music-and-theater-arts/21m-710-script-analysis-fall-2011
21M.715,The Craft of Costume Design,Fall,2009,"crafting, period costuming, distressing techniques, fake leather, armor, wigs, gauntlets, costume jewelry, corsets, masks, felt hat, metal finish, fabric manipulation",https://ocw.mit.edu/courses/music-and-theater-arts/21m-715-the-craft-of-costume-design-fall-2009
21M.732,Beginning Costume Design and Construction,Fall,2008,Theater; workshop; design; costume; psychology; clothing; character analysis; script; directorial concept; period; research; drawing; rendering; skills; practical exercises; construction; drafting; draping; tools; projects.,https://ocw.mit.edu/courses/music-and-theater-arts/21m-732-beginning-costume-design-and-construction-fall-2008
21M.734,Lighting Design for the Theatre,Fall,2003,Lighting; Design; Theatre; Theater; Stagecraft; Technical; Stage; Production,https://ocw.mit.edu/courses/music-and-theater-arts/21m-734-lighting-design-for-the-theatre-fall-2003
21M.734,Design for the Theater: Scenery,Spring,2005,Design; Theater; Scenery; Stagecraft; Culture; Play; Script; Set; Prop; Costume; Act; Strindberg; Apollinaire; Cocteau; Lorca; O'Neill; Bartok; Mascagni; Strauss.,https://ocw.mit.edu/courses/music-and-theater-arts/21m-734-design-for-the-theater-scenery-spring-2005
21M.735,"Technical Design: Scenery, Mechanisms, and Special Effects",Spring,2004,Technical; Design; Theater; Scenery; Stage; Theatre; Production; Lighting; Rigging; Flats; Drops; Structure; Pyrotechnics; Atmospherics; Special Effects,https://ocw.mit.edu/courses/music-and-theater-arts/21m-735-technical-design-scenery-mechanisms-and-special-effects-spring-2004
21M.775,Hip Hop,Fall,2007,Hip Hop; Dance; Rap; Black; breaking; visual culture; Music; African; American; African-American; world music; DJ; history; literature; sexuality; mysogyny; feminism; performance;  electronic music; activism; politics; consumerism; race; artist; racism; turntablism; gangsta; gangster; beats; graffiti; fashion; popular culture; urban; authenticity; ,https://ocw.mit.edu/courses/music-and-theater-arts/21m-775-hip-hop-fall-2007
21M.785,Playwrights' Workshop,Spring,2012,theater; play; script; plot; one-act play; theatrical; acting; playwright; character; pacing; student play;,https://ocw.mit.edu/courses/music-and-theater-arts/21m-785-playwrights-workshop-spring-2012
21M.846,Topics in Performance Studies: Comedy Across Media,Spring,2018,"comedy
laughter
Plato
Aristotle
humor
jokes
Gary Trudeau
pantomime
physical comedy
Charlie Chaplin
Jerry Lewis
stand up comedy
anarchistic comedy
concrete comedy
interventionists comedy
counterfactual comedy
history
dada
Lenny Bruce
Richard Pryor
Andy Kaufman
",https://ocw.mit.edu/courses/music-and-theater-arts/21m-846-topics-in-performance-studies-comedy-across-media-spring-2018
21M.873,Theater Arts Topics - The Internationalist,Fall,2004,Acting; directing; design; theater; one-act; full length; pre-rehearsal; workshop; production; theater arts; directed practice; stagecraft; Dramashop; rehearsal; Anne Washburn; play; The Internationalist; Sonenberg; auditions; technical.,https://ocw.mit.edu/courses/music-and-theater-arts/21m-873-theater-arts-topics-fall-2004-january-iap-2005
21M.873,Theater Arts Topics - Suburbia,IAP,2008,Acting; directing; design; theater; one-act; full length; pre-rehearsal; workshop; production; theater arts; directed practice; stagecraft; Dramashop; rehearsal; subUrbia; David Gammons; Eric Bogosian; play; auditions; technical; audio; video; images;,https://ocw.mit.edu/courses/music-and-theater-arts/21m-873-theater-arts-topics-suburbia-january-iap-2008
21M.S53,Chinese Popular Musics in Dialogue,Spring,2014,"Chinese popular music, Cantonese popular music, Taiwanese popular music, Shidaiqu, Cantopop, Taiwanese rap, Chinese rock'n'roll, music sociology, cultural studies, transnational music studies, ethnomusicology",https://ocw.mit.edu/courses/music-and-theater-arts/21m-s53-chinese-popular-musics-in-dialogue-spring-2014
21W.011,Writing and Rhetoric: Rhetoric and Contemporary Issues,Fall,2015,"writing
rhetoric
ethics
social justice
poverty
homeless
injustice
civic
service
community
",
21W.015,Writing and Rhetoric: Writing about Sports,Fall,2013,"sport, writing, revision, baseball, tennis, voice, audience, essay, gender, race, mudville, NCAA, basketball, drugs, steroid, roids, rhetoric, basketball, ESPN, football, opiate, people, friday, oral, boxing, athlete",
21W.016,Writing and Rhetoric: Designing Meaning,Fall,2016,"rhetoric, meaning, persuasion, political speeches, debates, argument, political beliefs, cultural beliefs, policy, economics, oral presentation, writing",
21W.021,"Writing and Experience: MIT: Inside, Live
",Fall,2013,MIT; history; culture; writing; campus; graphic essay; journal; Angles; Ilona Karmel Writing Prize; library; freewriting; museum; workshop; archives; student; ,
21W.022.03,Writing and Experience: Reading and Writing Autobiography,Spring,2014,"writing, autobiography, non-fiction, fiction, essay, experience, memoir",
21W.031,Science Writing and New Media: Explorations in Communicating about Science & Technology,Spring,2017,"writing, science, technology, communication, scientific writing, technical writing, media, science essays, scientific research, communication",
21W.034,Science Writing and New Media: Perspectives on Medicine and Public Health,Fall,2016,"medicine, public health, physicians, medical research, scientists, AIDS, asthma, malaria, obesity, critical review, Scientific American, clinical practice, doctors, patients",
21W.035,Science Writing and New Media: Science Writing for the Public,Spring,2018,"science writing
writing
science
technology
communications
medicine
public
public interest
education
literacy
science literacy
scientific literacy
research",
21W.035.01,Science Writing and New Media: Communicating Science to the Public,Fall,2016,"science writing, writing, science, technology, communications, medicine, public, public interest, education, literacy, science literacy, scientific literacy, research",
21W.036,Science Writing and New Media: Writing and the Environment,Spring,2022,"science writing
environment
journalism
social science
narrative essay
critical review
climate",
21W.731-1,Writing and Experience: Exploring Self in Society,Spring,2004,"writing, personal narrative, writing and experience, self in society, life narrative, sense of self, family narrative, James Baldwin, Andre Dubus, William Faulkner, Charlotte Perkins Gilman, Toni Morrison, George Orwell, Amy Tan, Alice Walker, craft, storytelling, fiction, nonfiction, short fiction, short story, journal, diary",
21W.735,Writing and Reading the Essay,Fall,2004,reading; writing; essay; literary; rhetorical; tradition; genre; prose; antiquity; modern; popular; form; print; media; web; functions; commentary; others; textual; numerical; data; discovery; meaning; personal experience;  narration; specialized; knowledge; general; audience.,
21W.735,Writing and Reading the Essay,Fall,2005,"Writing; reading; essay; iterary genre; nonfiction writers; fiction writers; poets; scientists; physicians; Didion; Bacon; White, E.B.; Walker; Oates; Orwell; Gould; Wolfe; Woolf; Eiseley.",
21W.742,Writing About Race,Spring,2013,"race, gender, latino, black, african american, post-racism, racism",
21W.742J,Writing About Race: Narratives of Multiraciality,Fall,2008,"multiracial, multi-race, mixed-race,  multiraciality, multiple descent, hybrid populations, mixed ancestry, race, assimilation, integration, ethnicity, identity, self, heritage, multicultural, mixed heritage, mulato, mestizo,
oppression, immigration, diaspora, racism, sterotype, family, cultural
studies",
21W.747,Rhetoric,Spring,2005,"Rhetoric; critical thinking; writing; speaking;assignments; analyze; texts; original thinking;  examination; subject matter; History; Theory; Aristotle, Plato, presidential speeches.",
21W.747,Classical Rhetoric and Modern Political Discourse,Fall,2009,"ethics, rhetoric, persuasion,             analytical skills, critical thinking, persuasive writing, oral presentation, Classical Rhetoric, Modern Political Discourse, classical rhetoric; modern politics.",
21W.747,Rhetoric,Spring,2015,"ethics, rhetoric, speech, orator, oration, speaking, persuasion,             analytical skills, critical thinking, persuasive writing, oral presentation, Classical Rhetoric, Modern Political Discourse, classical rhetoric, commencement, inauguration",
21W.747-2,Rhetoric: Rhetoric of Science,Spring,2006,rhetoric; science; rhetorical view; art; persuasion; analysis; learning; rhetorical analysis; aristotle; research; laboratory; engineering;,
21W.755,Writing and Reading Short Stories,Spring,2012,short story; creative writing; voice; point of view; character; place; plot; pace; conflict; obstacle; writer's block; workshop; incident; description; publishing; revelation; reader; writer; free writing; rewrite,
21W.756,Writing and Reading Poems,Fall,2006,"poetry, essay writing, creative writing, imitation, contemporary poetry",
21W.758,Genre Fiction Workshop,Spring,2013,"writing, creative writing, fiction, fiction writing, writing fiction, genre fiction, genre, genres, fantasy, fantasy writing, science fiction, mystery, historical fiction, preternatural romance, horror, steampunk, workshop, revision",
21W.758,Genre Fiction Workshop: Fantasy,Fall,2016,"fantasy, film, gaming, literature, wizards, dragons, novels, genre, reading, writing, stories, legends, short stories, TV shows, narrative media, workshops, creative writing",
21W.759 ,Writing Science Fiction,Spring,2016,"writing
scifi
sci fi
science fiction
fantasy
fiction
literature
genre
workshop
speculative fiction
subgenre
world building
worldbuilding
protagonist
characters
future
theme
futurist
publishing


",
21W.763J,Transmedia Storytelling: Modern Science Fiction,Spring,2014,"transmedia, scifi, kitsch, zombies, storytelling, narrative, workshop, speculative, fiction",
21W.775,Writing about Nature and Environmental Issues,Fall,2006,American nature writing; environmental journalism; environmentalist essay,
21W.775,Writing about Nature and Environmental Issues,Spring,2017,"writing, American landscape, wilderness, symbolism, humans, animals, non-fiction, history, ecology, environmental policy, anthropology",
21W.777,The Science Essay,Spring,2009,"technology; creative non-fiction; science writing; technology and society; science technology and society; memoir; biography; reflection; popular science; science literature;  public understanding of science; policy; debate; journalism; nature; nature writing; ecology; health; medicine; culture; cultural context; mind, matter, scientific, natural reality, virtual, Darwin, life, discover, machine, natural history, reality, machine, educational technology, design and experimentation, education reform, standards and standardized testing,
scientific models, methods of solving problems, student learning, and careers in education, risk, science, society, ethics,
politics, technology, history, america, controversy, atomic, literature, philosophy, religion, western, politics, nature, history,
ethics, industrial culture, aristotle, thoreau, wells, faulkner, early modern,
contemporary",
21W.777,Science Writing in Contemporary Society,Spring,2017,"writing, science, technology, medicine, nature, Elizabeth Kolbert, Atul Gawande, Michael Pollan, narrative, media, science writing, culture, society, climate change, Malcolm Gladwell, investigative essays, book reviews",
21W.780,Communicating in Technical Organizations,Fall,2001,Communicating; Technical; Organizations; document; abstracts; executive; summaries; memos; proposals; progress; reports; PowerPoint; Web; poster; writing,
21W.794,Graduate Technical Writing Workshop,IAP,2019,"genre
rhetorical situations
abstracts
stasis theory
information management
academic integrity
use of sources
synthesizing and structuring information
discourse analysis
genre analysis
rhetorical moves
metadiscourse
",
22.081J,Introduction to Sustainable Energy,Fall,2010,"energy transfer, clean technologies, energy resource assessment, energy conversion, wind power, nuclear proliferation, nuclear waste disposal, carbon management options, geothermal energy, solar photovoltaics, solar thermal energy, biomass energy, biomass conversion, eco-buildings, hydropower",https://ocw.mit.edu/courses/nuclear-engineering/22-081j-introduction-to-sustainable-energy-fall-2010
22.313J,Thermal Hydraulics in Power Technology,Spring,2007,"reactor; nuclear reactor; thermal behavior; hydraulic; hydraulic behavior; heat; modeling; steam; stability; instability; thermo-fluid dynamic phenomena; single-heated channel-transient analysis, Multiple-heated channels, Loop analysis, single and two-phase natural circulation, Kinematics; two-phase flows, subchannel analysis; Core thermal analysis",https://ocw.mit.edu/courses/nuclear-engineering/22-313j-thermal-hydraulics-in-power-technology-spring-2007
22.314J,Structural Mechanics in Nuclear Power Technology,Fall,2006,"nuclear power plant systems; structure, function, operating conditions, and mechanical-structural design requirements; modeling; component design; mechanical loading; brittle fracture, inelastic behavior; elevated temperatures; neutron irradiation; seismic effects.",https://ocw.mit.edu/courses/nuclear-engineering/22-314j-structural-mechanics-in-nuclear-power-technology-fall-2006
22.52J,Statistical Thermodynamics of Complex Liquids,Spring,2004,"self-assembly in surfactant-water (micellar) and surfactant-water-oil (micro-emulsion) systems; theory of polymer solutions; scattering techniques, light, x-ray, and neutron scattering; complex liquids; modern theory of liquid state relevant to structured (supramolecular) liquids",https://ocw.mit.edu/courses/nuclear-engineering/22-52j-statistical-thermodynamics-of-complex-liquids-spring-2004
22.55J,Principles of Radiation Interactions,Fall,2004,interaction of radiation with biological material; how different types of radiation deposit energy; secondary radiations; how radiation affects cells; biological effects; effects of radiation on biological systems; DNA damage; in vitro cell survival models;  in vivo mammalian systems; radiation therapy; radiation syndromes in humans; carcinogenesis; Environmental radiation sources; radiation protection,https://ocw.mit.edu/courses/nuclear-engineering/22-55j-principles-of-radiation-interactions-fall-2004
22.56J,Noninvasive Imaging in Biology and Medicine,Fall,2005,"theory and application of noninvasive imaging methods, biology,  medicine, neuroimaging, X-ray CT, PET/SPECT,  MRI, optical imaging, molecular imaging, scanning methods, imaging systems",https://ocw.mit.edu/courses/nuclear-engineering/22-56j-noninvasive-imaging-in-biology-and-medicine-fall-2005
22.611J,Introduction to Plasma Physics I,Fall,2003,plasma phenomena; energy generation; controlled thermonuclear fusion; astrophysics; Coulomb collisions; transport processes; charged particles; magnetic fields; plasma confinement schemes; MHD models; simple equilibrium; stability analysis; Two-fluid hydrodynamic plasma models; wave propagation; kinetic theory; Vlasov plasma model; electron plasma waves; Landau damping; ion-acoustic waves; streaming instabilities,https://ocw.mit.edu/courses/nuclear-engineering/22-611j-introduction-to-plasma-physics-i-fall-2003
22.611J,Introduction to Plasma Physics I,Fall,2006,plasma phenomena; energy generation; controlled thermonuclear fusion; astrophysics; Coulomb collisions; transport processes; charged particles; magnetic fields; plasma confinement schemes; MHD models; simple equilibrium; stability analysis; Two-fluid hydrodynamic plasma models; wave propagation; kinetic theory; Vlasov plasma model; electron plasma waves; Landau damping; ion-acoustic waves; streaming instabilities,https://ocw.mit.edu/courses/nuclear-engineering/22-611j-introduction-to-plasma-physics-i-fall-2006
22.68J,Superconducting Magnets,Spring,2003,"Focuses on one important engineering application of superconductors—generation of large-scale and intense magnetic fields. Review of electromagnetic theory; detailed treatment of magnet design and operational issues, including ""usable"" superconductors, field and stress analyses, magnet instabilities, ac losses and mechanical disturbances, quench and protection, experimental techniques, and cryogenics. New high-temperature superconductors for magnets—design and operational issues at high temperatures.",https://ocw.mit.edu/courses/nuclear-engineering/22-68j-superconducting-magnets-spring-2003
22.812J,Nuclear Energy Economics and Policy Analysis,Spring,2004,electric power industry; nuclear power; fuel cycle;analyzing private and public policy alternatives; discounted cash flow methods; engineering economics; nuclear waste management; weapons proliferation; deregulation; restructuring,https://ocw.mit.edu/courses/nuclear-engineering/22-812j-managing-nuclear-technology-spring-2004
22.A09,Career Options for Biomedical Research,Fall,2006,freshman seminar; career; career planning; biotech;  hospital; imaging; medical imaging; biologist; radiation science; research; scientist; hospital; doctor; medicine; MRI; radiology; neuroscience,https://ocw.mit.edu/courses/nuclear-engineering/22-a09-career-options-for-biomedical-research-fall-2006
22.S902,Do-It-Yourself (DIY) Geiger Counters,IAP,2015,"geiger counter, nuclear safety, hands-on, nuclear decay, background radiation",https://ocw.mit.edu/courses/nuclear-engineering/22-s902-do-it-yourself-diy-geiger-counters-january-iap-2015
22.THT,Undergraduate Thesis Tutorial,Fall,2015,"senior thesis, scholarly publishing, academic writing, prospectus, elevator pitch, citations, bibliography, hypothesis, elevator pitch",https://ocw.mit.edu/courses/nuclear-engineering/22-tht-undergraduate-thesis-tutorial-fall-2015
24.04J,Justice,Spring,2012,social justice; liberty; equality; utilitarianism; libertarianism; egalitarian liberalism; entitlement; immigration; fairness; ghetto poor; global poor; principles; moral desert; welfare contractualism; G.A. Cohen; Jeremy Bentham; John Stuart Mill; Robert Nozick; Milton Friedman;,https://ocw.mit.edu/courses/linguistics-and-philosophy/24-04j-justice-spring-2012
